filename,dataset,comparison_status,manufacturer,manufacturer_model,sop_class,transfer_syntax,photometric,n_frames,doppler_candidate,evidence,raw_array_shape,monai_shape_CHW,acquisition_type,monai_ready,spp_validation,root_cause
Q3EDC380.dcm,AIIMS,both_ok,GE Vingmed Ultrasound,Vivid E95,Ultrasound Multi-frame Image Storage,JPEG Baseline (Process 1),YBR_FULL_422,126,True,PhotometricInterpretation=YBR_FULL_422 with SamplesPerPixel=3,126x708x1016x3,"(3, 126, 708, 1016)","Multi-frame, multi-channel (C last in array)",True,Channel count validated against SamplesPerPixel=3,Both tools read the file successfully. No issues detected.
Q3EDCA02.dcm,AIIMS,both_ok,GE Vingmed Ultrasound,Vivid E95,Ultrasound Multi-frame Image Storage,JPEG Baseline (Process 1),YBR_FULL_422,126,True,PhotometricInterpretation=YBR_FULL_422 with SamplesPerPixel=3,126x708x1016x3,"(3, 126, 708, 1016)","Multi-frame, multi-channel (C last in array)",True,Channel count validated against SamplesPerPixel=3,Both tools read the file successfully. No issues detected.
Q3EDCBG4.dcm,AIIMS,both_ok,GE Vingmed Ultrasound,Vivid E95,Ultrasound Multi-frame Image Storage,JPEG Baseline (Process 1),YBR_FULL_422,230,True,PhotometricInterpretation=YBR_FULL_422 with SamplesPerPixel=3,230x708x1016x3,"(3, 230, 708, 1016)","Multi-frame, multi-channel (C last in array)",True,Channel count validated against SamplesPerPixel=3,Both tools read the file successfully. No issues detected.
Q3EDCH86.dcm,AIIMS,both_ok,GE Vingmed Ultrasound,Vivid E95,Ultrasound Image Storage,JPEG Baseline (Process 1),YBR_FULL_422,,True,PhotometricInterpretation=YBR_FULL_422 with SamplesPerPixel=3,708x1016x3,"(3, 708, 1016)","2D single-frame, multi-channel (C last in array)",True,Channel count validated against SamplesPerPixel=3,Both tools read the file successfully. No issues detected.
Q3EDCK08.dcm,AIIMS,both_ok,GE Vingmed Ultrasound,Vivid E95,Ultrasound Image Storage,JPEG Baseline (Process 1),YBR_FULL_422,,True,PhotometricInterpretation=YBR_FULL_422 with SamplesPerPixel=3,708x1016x3,"(3, 708, 1016)","2D single-frame, multi-channel (C last in array)",True,Channel count validated against SamplesPerPixel=3,Both tools read the file successfully. No issues detected.
IM_0001.dcm,AIIMS,both_ok,Philips Medical Systems,EPIQ 7C,Ultrasound Multi-frame Image Storage,JPEG Baseline (Process 1),YBR_FULL_422,117,True,PhotometricInterpretation=YBR_FULL_422 with SamplesPerPixel=3,117x600x800x3,"(3, 117, 600, 800)","Multi-frame, multi-channel (C last in array)",True,Channel count validated against SamplesPerPixel=3,Both tools read the file successfully. No issues detected.
IM_0002.dcm,AIIMS,both_ok,Philips Medical Systems,EPIQ 7C,Ultrasound Multi-frame Image Storage,JPEG Baseline (Process 1),YBR_FULL_422,119,True,PhotometricInterpretation=YBR_FULL_422 with SamplesPerPixel=3,119x600x800x3,"(3, 119, 600, 800)","Multi-frame, multi-channel (C last in array)",True,Channel count validated against SamplesPerPixel=3,Both tools read the file successfully. No issues detected.
usvolume_4D.dcm,Aliza,both_ok,GE Healthcare,LOGIQE9,Enhanced US Volume Storage,JPEG Baseline (Process 1),MONOCHROME2,3600,False,no validated evidence,3600x157x187,"(1, 3600, 157, 187)","3D volume or multi-frame, 1 channel",True,"SamplesPerPixel=1; last array dim may be frames, not channels",Both tools read the file successfully. No issues detected.
US-GE-4AICL142.dcm,Aliza,both_ok,GE Vingmed Ultrasound,Vivid7,Ultrasound Image Storage,JPEG Baseline (Process 1),YBR_FULL_422,,True,UltrasoundColorDataPresent=1 (explicit DICOM tag) | PhotometricInterpretation=YBR_FULL_422 with SamplesPerPixel=3,434x636x3,"(3, 434, 636)","2D single-frame, multi-channel (C last in array)",True,Channel count validated against SamplesPerPixel=3,Both tools read the file successfully. No issues detected.
US.1.3.46.670589.14.3000.100.2.199999.20110826084400.0.dcm,Aliza,both_ok,Philips Medical Systems,Sparq,Ultrasound Image Storage,RLE Lossless,PALETTE COLOR,,True,UltrasoundColorDataPresent=1 (explicit DICOM tag) | PhotometricInterpretation=PALETTE COLOR with SamplesPerPixel=1,600x800,"(1, 600, 800)","2D single-frame, 1 channel",True,"SamplesPerPixel=1; last array dim may be frames, not channels",Both tools read the file successfully. No issues detected.
US.1.3.46.670589.14.3000.100.2.199999.20110826084428.0.dcm,Aliza,both_ok,Philips Medical Systems,Sparq,Ultrasound Image Storage,RLE Lossless,PALETTE COLOR,,True,UltrasoundColorDataPresent=1 (explicit DICOM tag) | PhotometricInterpretation=PALETTE COLOR with SamplesPerPixel=1,600x800,"(1, 600, 800)","2D single-frame, 1 channel",True,"SamplesPerPixel=1; last array dim may be frames, not channels",Both tools read the file successfully. No issues detected.
US.1.3.46.670589.14.3000.100.2.199999.20110826084457.0.dcm,Aliza,both_ok,Philips Medical Systems,Sparq,Ultrasound Image Storage,RLE Lossless,PALETTE COLOR,,True,UltrasoundColorDataPresent=1 (explicit DICOM tag) | PhotometricInterpretation=PALETTE COLOR with SamplesPerPixel=1,600x800,"(1, 600, 800)","2D single-frame, 1 channel",True,"SamplesPerPixel=1; last array dim may be frames, not channels",Both tools read the file successfully. No issues detected.
US.1.3.46.670589.14.3000.100.2.199999.20110826084523.0.dcm,Aliza,both_ok,Philips Medical Systems,Sparq,Ultrasound Image Storage,RLE Lossless,PALETTE COLOR,,True,UltrasoundColorDataPresent=1 (explicit DICOM tag) | PhotometricInterpretation=PALETTE COLOR with SamplesPerPixel=1,600x800,"(1, 600, 800)","2D single-frame, 1 channel",True,"SamplesPerPixel=1; last array dim may be frames, not channels",Both tools read the file successfully. No issues detected.
US.1.3.46.670589.14.3000.100.2.199999.20110826084559.0.dcm,Aliza,both_ok,Philips Medical Systems,Sparq,Ultrasound Image Storage,RLE Lossless,PALETTE COLOR,,True,UltrasoundColorDataPresent=1 (explicit DICOM tag) | PhotometricInterpretation=PALETTE COLOR with SamplesPerPixel=1,600x800,"(1, 600, 800)","2D single-frame, 1 channel",True,"SamplesPerPixel=1; last array dim may be frames, not channels",Both tools read the file successfully. No issues detected.
US.1.3.46.670589.14.3000.100.2.199999.20110826084627.0.dcm,Aliza,both_ok,Philips Medical Systems,Sparq,Ultrasound Image Storage,RLE Lossless,PALETTE COLOR,,True,UltrasoundColorDataPresent=1 (explicit DICOM tag) | PhotometricInterpretation=PALETTE COLOR with SamplesPerPixel=1,600x800,"(1, 600, 800)","2D single-frame, 1 channel",True,"SamplesPerPixel=1; last array dim may be frames, not channels",Both tools read the file successfully. No issues detected.
US.1.3.46.670589.14.3000.100.2.199999.20110826084654.0.dcm,Aliza,both_ok,Philips Medical Systems,Sparq,Ultrasound Image Storage,RLE Lossless,PALETTE COLOR,,True,UltrasoundColorDataPresent=1 (explicit DICOM tag) | PhotometricInterpretation=PALETTE COLOR with SamplesPerPixel=1,600x800,"(1, 600, 800)","2D single-frame, 1 channel",True,"SamplesPerPixel=1; last array dim may be frames, not channels",Both tools read the file successfully. No issues detected.
US.1.3.46.670589.14.3000.100.2.199999.20110826084725.0.dcm,Aliza,both_ok,Philips Medical Systems,Sparq,Ultrasound Image Storage,RLE Lossless,PALETTE COLOR,,True,UltrasoundColorDataPresent=1 (explicit DICOM tag) | PhotometricInterpretation=PALETTE COLOR with SamplesPerPixel=1,600x800,"(1, 600, 800)","2D single-frame, 1 channel",True,"SamplesPerPixel=1; last array dim may be frames, not channels",Both tools read the file successfully. No issues detected.
US.1.3.46.670589.14.3000.100.2.199999.20110826084753.0.dcm,Aliza,both_ok,Philips Medical Systems,Sparq,Ultrasound Image Storage,RLE Lossless,PALETTE COLOR,,True,UltrasoundColorDataPresent=1 (explicit DICOM tag) | PhotometricInterpretation=PALETTE COLOR with SamplesPerPixel=1,600x800,"(1, 600, 800)","2D single-frame, 1 channel",True,"SamplesPerPixel=1; last array dim may be frames, not channels",Both tools read the file successfully. No issues detected.
US.1.3.46.670589.14.3000.100.2.199999.20110826084825.0.dcm,Aliza,both_ok,Philips Medical Systems,Sparq,Ultrasound Image Storage,RLE Lossless,PALETTE COLOR,,True,UltrasoundColorDataPresent=1 (explicit DICOM tag) | PhotometricInterpretation=PALETTE COLOR with SamplesPerPixel=1,600x800,"(1, 600, 800)","2D single-frame, 1 channel",True,"SamplesPerPixel=1; last array dim may be frames, not channels",Both tools read the file successfully. No issues detected.
US.1.3.46.670589.14.3000.100.2.199999.20110826084853.0.dcm,Aliza,both_ok,Philips Medical Systems,Sparq,Ultrasound Image Storage,RLE Lossless,PALETTE COLOR,,True,UltrasoundColorDataPresent=1 (explicit DICOM tag) | PhotometricInterpretation=PALETTE COLOR with SamplesPerPixel=1,600x800,"(1, 600, 800)","2D single-frame, 1 channel",True,"SamplesPerPixel=1; last array dim may be frames, not channels",Both tools read the file successfully. No issues detected.
US.1.3.46.670589.14.3000.100.2.199999.20110826084940.0.dcm,Aliza,both_ok,Philips Medical Systems,Sparq,Ultrasound Image Storage,RLE Lossless,PALETTE COLOR,,True,UltrasoundColorDataPresent=1 (explicit DICOM tag) | PhotometricInterpretation=PALETTE COLOR with SamplesPerPixel=1,600x800,"(1, 600, 800)","2D single-frame, 1 channel",True,"SamplesPerPixel=1; last array dim may be frames, not channels",Both tools read the file successfully. No issues detected.
US.1.3.46.670589.14.3000.100.2.199999.20110826085516.0.dcm,Aliza,both_ok,Philips Medical Systems,Sparq,Ultrasound Image Storage,RLE Lossless,PALETTE COLOR,,True,UltrasoundColorDataPresent=1 (explicit DICOM tag) | PhotometricInterpretation=PALETTE COLOR with SamplesPerPixel=1,600x800,"(1, 600, 800)","2D single-frame, 1 channel",True,"SamplesPerPixel=1; last array dim may be frames, not channels",Both tools read the file successfully. No issues detected.
us_kretz.dcm,Aliza,both_ok,Kretztechnik,V730,Ultrasound Image Storage,Explicit VR Little Endian,RGB,,True,PhotometricInterpretation=RGB with SamplesPerPixel=3,600x800x3,"(3, 600, 800)","2D single-frame, multi-channel (C last in array)",True,Channel count validated against SamplesPerPixel=3,Both tools read the file successfully. No issues detected.
us_kretz2.dcm,Aliza,both_ok,GE Healthcare Austria GmbH & Co OG,V830,Ultrasound Image Storage,Explicit VR Little Endian,RGB,,True,PhotometricInterpretation=RGB with SamplesPerPixel=3,852x1136x3,"(3, 852, 1136)","2D single-frame, multi-channel (C last in array)",True,Channel count validated against SamplesPerPixel=3,Both tools read the file successfully. No issues detected.
us_valid_pixel_aspect.dcm,Aliza,both_ok,Philips Medical Systems,,Ultrasound Image Storage,Explicit VR Little Endian,PALETTE COLOR,,True,UltrasoundColorDataPresent=1 (explicit DICOM tag) | PhotometricInterpretation=PALETTE COLOR with SamplesPerPixel=1,430x480,"(1, 430, 480)","2D single-frame, 1 channel",True,"SamplesPerPixel=1; last array dim may be frames, not channels",Both tools read the file successfully. No issues detected.
055829-00000000.dcm,Aliza,both_ok,Philips Medical Systems,EPIQ 7C,Ultrasound Multi-frame Image Storage,JPEG Baseline (Process 1),YBR_FULL_422,292,True,PhotometricInterpretation=YBR_FULL_422 with SamplesPerPixel=3,292x600x800x3,"(3, 292, 600, 800)","Multi-frame, multi-channel (C last in array)",True,Channel count validated against SamplesPerPixel=3,Both tools read the file successfully. No issues detected.
us_acuson.dcm,Aliza,both_ok,ACUSON,,Ultrasound Multi-frame Image Storage,JPEG Baseline (Process 1),YBR_FULL_422,28,True,PhotometricInterpretation=YBR_FULL_422 with SamplesPerPixel=3,28x456x576x3,"(3, 28, 456, 576)","Multi-frame, multi-channel (C last in array)",True,Channel count validated against SamplesPerPixel=3,Both tools read the file successfully. No issues detected.
us_acuson2.dcm,Aliza,both_ok,ACUSON,,Ultrasound Multi-frame Image Storage,JPEG Baseline (Process 1),YBR_FULL_422,55,True,PhotometricInterpretation=YBR_FULL_422 with SamplesPerPixel=3,55x456x576x3,"(3, 55, 456, 576)","Multi-frame, multi-channel (C last in array)",True,Channel count validated against SamplesPerPixel=3,Both tools read the file successfully. No issues detected.
us_rle_ybr.dcm,Aliza,both_ok,GE Vingmed Ultrasound,EchoPAC PC,Ultrasound Multi-frame Image Storage,RLE Lossless,YBR_FULL,7,True,PhotometricInterpretation=YBR_FULL with SamplesPerPixel=3,7x434x636x3,"(3, 7, 434, 636)","Multi-frame, multi-channel (C last in array)",True,Channel count validated against SamplesPerPixel=3,Both tools read the file successfully. No issues detected.
8c780494-786d-4ed7-b2a0-24fe18bd8dce.dcm,ReMIND,both_ok,PixelMed,com.pixelmed.convert.NRRDToDicom,Multi-frame Grayscale Byte Secondary Capture Image Storage,Explicit VR Little Endian,MONOCHROME2,195,False,no validated evidence,195x641x832,"(1, 195, 641, 832)","3D volume or multi-frame, 1 channel",True,"SamplesPerPixel=1; last array dim may be frames, not channels",Both tools read the file successfully. No issues detected.
bf1b0a44-60ca-4d20-a6e2-dde3ae34ea53.dcm,ReMIND,both_ok,PixelMed,com.pixelmed.convert.NRRDToDicom,Multi-frame Grayscale Byte Secondary Capture Image Storage,Explicit VR Little Endian,MONOCHROME2,222,False,no validated evidence,222x611x747,"(1, 222, 611, 747)","3D volume or multi-frame, 1 channel",True,"SamplesPerPixel=1; last array dim may be frames, not channels",Both tools read the file successfully. No issues detected.
91d91920-3d47-4a81-8a45-3fa9fdb2b70a.dcm,ReMIND,both_ok,PixelMed,com.pixelmed.convert.NRRDToDicom,Multi-frame Grayscale Byte Secondary Capture Image Storage,Explicit VR Little Endian,MONOCHROME2,193,False,no validated evidence,193x624x770,"(1, 193, 624, 770)","3D volume or multi-frame, 1 channel",True,"SamplesPerPixel=1; last array dim may be frames, not channels",Both tools read the file successfully. No issues detected.
99d9bce9-a4d5-4c53-bdb3-65cbd64b0d80.dcm,ReMIND,both_ok,PixelMed,com.pixelmed.convert.NRRDToDicom,Multi-frame Grayscale Byte Secondary Capture Image Storage,Explicit VR Little Endian,MONOCHROME2,155,False,no validated evidence,155x577x716,"(1, 155, 577, 716)","3D volume or multi-frame, 1 channel",True,"SamplesPerPixel=1; last array dim may be frames, not channels",Both tools read the file successfully. No issues detected.
0d3220cf-c1e2-45dd-b3e2-af125beb8a15.dcm,ReMIND,both_ok,PixelMed,com.pixelmed.convert.NRRDToDicom,Multi-frame Grayscale Byte Secondary Capture Image Storage,Explicit VR Little Endian,MONOCHROME2,156,False,no validated evidence,156x615x714,"(1, 156, 615, 714)","3D volume or multi-frame, 1 channel",True,"SamplesPerPixel=1; last array dim may be frames, not channels",Both tools read the file successfully. No issues detected.
39ea0987-7be5-4b9c-aa5c-a538ab0f085a.dcm,ReMIND,both_ok,PixelMed,com.pixelmed.convert.NRRDToDicom,Multi-frame Grayscale Byte Secondary Capture Image Storage,Explicit VR Little Endian,MONOCHROME2,162,False,no validated evidence,162x621x709,"(1, 162, 621, 709)","3D volume or multi-frame, 1 channel",True,"SamplesPerPixel=1; last array dim may be frames, not channels",Both tools read the file successfully. No issues detected.
495f767d-377c-41ed-8df7-c79c44b23d02.dcm,ReMIND,both_ok,PixelMed,com.pixelmed.convert.NRRDToDicom,Multi-frame Grayscale Byte Secondary Capture Image Storage,Explicit VR Little Endian,MONOCHROME2,159,False,no validated evidence,159x629x820,"(1, 159, 629, 820)","3D volume or multi-frame, 1 channel",True,"SamplesPerPixel=1; last array dim may be frames, not channels",Both tools read the file successfully. No issues detected.
4a2c814f-ecaa-4f8e-9560-d12d73136891.dcm,ReMIND,both_ok,PixelMed,com.pixelmed.convert.NRRDToDicom,Multi-frame Grayscale Byte Secondary Capture Image Storage,Explicit VR Little Endian,MONOCHROME2,155,False,no validated evidence,155x578x718,"(1, 155, 578, 718)","3D volume or multi-frame, 1 channel",True,"SamplesPerPixel=1; last array dim may be frames, not channels",Both tools read the file successfully. No issues detected.
84a0a112-63c6-4aff-85e3-b36715c38f03.dcm,ReMIND,both_ok,PixelMed,com.pixelmed.convert.NRRDToDicom,Multi-frame Grayscale Byte Secondary Capture Image Storage,Explicit VR Little Endian,MONOCHROME2,118,False,no validated evidence,118x602x730,"(1, 118, 602, 730)","3D volume or multi-frame, 1 channel",True,"SamplesPerPixel=1; last array dim may be frames, not channels",Both tools read the file successfully. No issues detected.
ab591baa-8f19-46e2-87ed-8f65adbcdd28.dcm,ReMIND,both_ok,PixelMed,com.pixelmed.convert.NRRDToDicom,Multi-frame Grayscale Byte Secondary Capture Image Storage,Explicit VR Little Endian,MONOCHROME2,126,False,no validated evidence,126x567x726,"(1, 126, 567, 726)","3D volume or multi-frame, 1 channel",True,"SamplesPerPixel=1; last array dim may be frames, not channels",Both tools read the file successfully. No issues detected.
9c0b66c1-7cfc-4532-8465-2653574096bd.dcm,ReMIND,both_ok,PixelMed,com.pixelmed.convert.NRRDToDicom,Multi-frame Grayscale Byte Secondary Capture Image Storage,Explicit VR Little Endian,MONOCHROME2,83,False,no validated evidence,83x574x705,"(1, 83, 574, 705)","3D volume or multi-frame, 1 channel",True,"SamplesPerPixel=1; last array dim may be frames, not channels",Both tools read the file successfully. No issues detected.
574a4303-0c53-4982-b2b2-19f0670c94ff.dcm,ReMIND,both_ok,PixelMed,com.pixelmed.convert.NRRDToDicom,Multi-frame Grayscale Byte Secondary Capture Image Storage,Explicit VR Little Endian,MONOCHROME2,115,False,no validated evidence,115x585x723,"(1, 115, 585, 723)","3D volume or multi-frame, 1 channel",True,"SamplesPerPixel=1; last array dim may be frames, not channels",Both tools read the file successfully. No issues detected.
a8f6217f-e04d-4b2a-92ba-dd13274260af.dcm,ReMIND,both_ok,PixelMed,com.pixelmed.convert.NRRDToDicom,Multi-frame Grayscale Byte Secondary Capture Image Storage,Explicit VR Little Endian,MONOCHROME2,190,False,no validated evidence,190x606x709,"(1, 190, 606, 709)","3D volume or multi-frame, 1 channel",True,"SamplesPerPixel=1; last array dim may be frames, not channels",Both tools read the file successfully. No issues detected.
cc79a9d0-2a38-4de6-b3b5-a15c97e81143.dcm,ReMIND,both_ok,PixelMed,com.pixelmed.convert.NRRDToDicom,Multi-frame Grayscale Byte Secondary Capture Image Storage,Explicit VR Little Endian,MONOCHROME2,119,False,no validated evidence,119x671x942,"(1, 119, 671, 942)","3D volume or multi-frame, 1 channel",True,"SamplesPerPixel=1; last array dim may be frames, not channels",Both tools read the file successfully. No issues detected.
08453398-3c91-4159-adf9-77bd4617c61f.dcm,ReMIND,both_ok,PixelMed,com.pixelmed.convert.NRRDToDicom,Multi-frame Grayscale Byte Secondary Capture Image Storage,Explicit VR Little Endian,MONOCHROME2,115,False,no validated evidence,115x759x731,"(1, 115, 759, 731)","3D volume or multi-frame, 1 channel",True,"SamplesPerPixel=1; last array dim may be frames, not channels",Both tools read the file successfully. No issues detected.
b6643095-f59a-4981-b8c2-b4b5f6f75977.dcm,ReMIND,both_ok,PixelMed,com.pixelmed.convert.NRRDToDicom,Multi-frame Grayscale Byte Secondary Capture Image Storage,Explicit VR Little Endian,MONOCHROME2,150,False,no validated evidence,150x717x748,"(1, 150, 717, 748)","3D volume or multi-frame, 1 channel",True,"SamplesPerPixel=1; last array dim may be frames, not channels",Both tools read the file successfully. No issues detected.
645085d6-7b68-4c47-b8f3-e3cc43506581.dcm,ReMIND,both_ok,PixelMed,com.pixelmed.convert.NRRDToDicom,Multi-frame Grayscale Byte Secondary Capture Image Storage,Explicit VR Little Endian,MONOCHROME2,155,False,no validated evidence,155x649x806,"(1, 155, 649, 806)","3D volume or multi-frame, 1 channel",True,"SamplesPerPixel=1; last array dim may be frames, not channels",Both tools read the file successfully. No issues detected.
768d05c1-d6a0-43b9-9902-60ceabd25411.dcm,ReMIND,both_ok,PixelMed,com.pixelmed.convert.NRRDToDicom,Multi-frame Grayscale Byte Secondary Capture Image Storage,Explicit VR Little Endian,MONOCHROME2,102,False,no validated evidence,102x606x763,"(1, 102, 606, 763)","3D volume or multi-frame, 1 channel",True,"SamplesPerPixel=1; last array dim may be frames, not channels",Both tools read the file successfully. No issues detected.
4a6fad44-7808-4948-9c61-790a372e0904.dcm,ReMIND,both_ok,PixelMed,com.pixelmed.convert.NRRDToDicom,Multi-frame Grayscale Byte Secondary Capture Image Storage,Explicit VR Little Endian,MONOCHROME2,166,False,no validated evidence,166x566x738,"(1, 166, 566, 738)","3D volume or multi-frame, 1 channel",True,"SamplesPerPixel=1; last array dim may be frames, not channels",Both tools read the file successfully. No issues detected.
b792dd7d-037d-4aff-a4c6-bd1a4da91bf1.dcm,ReMIND,both_ok,PixelMed,com.pixelmed.convert.NRRDToDicom,Multi-frame Grayscale Byte Secondary Capture Image Storage,Explicit VR Little Endian,MONOCHROME2,143,False,no validated evidence,143x607x746,"(1, 143, 607, 746)","3D volume or multi-frame, 1 channel",True,"SamplesPerPixel=1; last array dim may be frames, not channels",Both tools read the file successfully. No issues detected.
c9e6239f-905b-4dc5-9940-9856ff3e87a8.dcm,ReMIND,both_ok,PixelMed,com.pixelmed.convert.NRRDToDicom,Multi-frame Grayscale Byte Secondary Capture Image Storage,Explicit VR Little Endian,MONOCHROME2,105,False,no validated evidence,105x579x743,"(1, 105, 579, 743)","3D volume or multi-frame, 1 channel",True,"SamplesPerPixel=1; last array dim may be frames, not channels",Both tools read the file successfully. No issues detected.
d073c4a4-e371-4fe1-9c3c-ea1ca1457e75.dcm,ReMIND,both_ok,PixelMed,com.pixelmed.convert.NRRDToDicom,Multi-frame Grayscale Byte Secondary Capture Image Storage,Explicit VR Little Endian,MONOCHROME2,111,False,no validated evidence,111x600x713,"(1, 111, 600, 713)","3D volume or multi-frame, 1 channel",True,"SamplesPerPixel=1; last array dim may be frames, not channels",Both tools read the file successfully. No issues detected.
e918c59f-45bf-4672-b5aa-a6de3b2e00fb.dcm,ReMIND,both_ok,PixelMed,com.pixelmed.convert.NRRDToDicom,Multi-frame Grayscale Byte Secondary Capture Image Storage,Explicit VR Little Endian,MONOCHROME2,157,False,no validated evidence,157x615x800,"(1, 157, 615, 800)","3D volume or multi-frame, 1 channel",True,"SamplesPerPixel=1; last array dim may be frames, not channels",Both tools read the file successfully. No issues detected.
4ccdad1a-2bb3-47ad-8f02-3cc1bb569930.dcm,ReMIND,both_ok,PixelMed,com.pixelmed.convert.NRRDToDicom,Multi-frame Grayscale Byte Secondary Capture Image Storage,Explicit VR Little Endian,MONOCHROME2,156,False,no validated evidence,156x659x975,"(1, 156, 659, 975)","3D volume or multi-frame, 1 channel",True,"SamplesPerPixel=1; last array dim may be frames, not channels",Both tools read the file successfully. No issues detected.
f7b1da0e-6038-4e72-88f7-5e1cce8d3420.dcm,ReMIND,both_ok,PixelMed,com.pixelmed.convert.NRRDToDicom,Multi-frame Grayscale Byte Secondary Capture Image Storage,Explicit VR Little Endian,MONOCHROME2,174,False,no validated evidence,174x615x875,"(1, 174, 615, 875)","3D volume or multi-frame, 1 channel",True,"SamplesPerPixel=1; last array dim may be frames, not channels",Both tools read the file successfully. No issues detected.
7c84b34c-5bb1-4749-bfed-c33d67050a49.dcm,ReMIND,both_ok,PixelMed,com.pixelmed.convert.NRRDToDicom,Multi-frame Grayscale Byte Secondary Capture Image Storage,Explicit VR Little Endian,MONOCHROME2,134,False,no validated evidence,134x780x832,"(1, 134, 780, 832)","3D volume or multi-frame, 1 channel",True,"SamplesPerPixel=1; last array dim may be frames, not channels",Both tools read the file successfully. No issues detected.
d7295975-6181-40d4-ac57-7bb513fd52f5.dcm,ReMIND,both_ok,PixelMed,com.pixelmed.convert.NRRDToDicom,Multi-frame Grayscale Byte Secondary Capture Image Storage,Explicit VR Little Endian,MONOCHROME2,135,False,no validated evidence,135x795x866,"(1, 135, 795, 866)","3D volume or multi-frame, 1 channel",True,"SamplesPerPixel=1; last array dim may be frames, not channels",Both tools read the file successfully. No issues detected.
9ae77092-3320-4891-94b6-cb9d6261d124.dcm,ReMIND,both_ok,PixelMed,com.pixelmed.convert.NRRDToDicom,Multi-frame Grayscale Byte Secondary Capture Image Storage,Explicit VR Little Endian,MONOCHROME2,196,False,no validated evidence,196x621x800,"(1, 196, 621, 800)","3D volume or multi-frame, 1 channel",True,"SamplesPerPixel=1; last array dim may be frames, not channels",Both tools read the file successfully. No issues detected.
0e7e8c4d-53fb-466a-ada5-ca5f5b459dff.dcm,ReMIND,both_ok,PixelMed,com.pixelmed.convert.NRRDToDicom,Multi-frame Grayscale Byte Secondary Capture Image Storage,Explicit VR Little Endian,MONOCHROME2,145,False,no validated evidence,145x602x859,"(1, 145, 602, 859)","3D volume or multi-frame, 1 channel",True,"SamplesPerPixel=1; last array dim may be frames, not channels",Both tools read the file successfully. No issues detected.
24fdbe25-ca89-411c-80ed-e1bb034603e6.dcm,ReMIND,both_ok,PixelMed,com.pixelmed.convert.NRRDToDicom,Multi-frame Grayscale Byte Secondary Capture Image Storage,Explicit VR Little Endian,MONOCHROME2,198,False,no validated evidence,198x625x856,"(1, 198, 625, 856)","3D volume or multi-frame, 1 channel",True,"SamplesPerPixel=1; last array dim may be frames, not channels",Both tools read the file successfully. No issues detected.
e4339c41-2acd-48ed-bfdc-ee9d5de5bce7.dcm,ReMIND,both_ok,PixelMed,com.pixelmed.convert.NRRDToDicom,Multi-frame Grayscale Byte Secondary Capture Image Storage,Explicit VR Little Endian,MONOCHROME2,132,False,no validated evidence,132x595x769,"(1, 132, 595, 769)","3D volume or multi-frame, 1 channel",True,"SamplesPerPixel=1; last array dim may be frames, not channels",Both tools read the file successfully. No issues detected.
6facb5b9-e623-4dd9-bf40-f4515f0c4ce3.dcm,ReMIND,both_ok,PixelMed,com.pixelmed.convert.NRRDToDicom,Multi-frame Grayscale Byte Secondary Capture Image Storage,Explicit VR Little Endian,MONOCHROME2,137,False,no validated evidence,137x572x716,"(1, 137, 572, 716)","3D volume or multi-frame, 1 channel",True,"SamplesPerPixel=1; last array dim may be frames, not channels",Both tools read the file successfully. No issues detected.
5f04f3b7-e01b-42bf-a825-cde26ada7839.dcm,ReMIND,both_ok,PixelMed,com.pixelmed.convert.NRRDToDicom,Multi-frame Grayscale Byte Secondary Capture Image Storage,Explicit VR Little Endian,MONOCHROME2,197,False,no validated evidence,197x575x734,"(1, 197, 575, 734)","3D volume or multi-frame, 1 channel",True,"SamplesPerPixel=1; last array dim may be frames, not channels",Both tools read the file successfully. No issues detected.
6aba3474-6bbe-47f2-b7ca-0de936ce37ce.dcm,ReMIND,both_ok,PixelMed,com.pixelmed.convert.NRRDToDicom,Multi-frame Grayscale Byte Secondary Capture Image Storage,Explicit VR Little Endian,MONOCHROME2,90,False,no validated evidence,90x636x851,"(1, 90, 636, 851)","3D volume or multi-frame, 1 channel",True,"SamplesPerPixel=1; last array dim may be frames, not channels",Both tools read the file successfully. No issues detected.
6c226d02-fce7-40c1-8054-2553d63df6e5.dcm,ReMIND,both_ok,PixelMed,com.pixelmed.convert.NRRDToDicom,Multi-frame Grayscale Byte Secondary Capture Image Storage,Explicit VR Little Endian,MONOCHROME2,154,False,no validated evidence,154x639x830,"(1, 154, 639, 830)","3D volume or multi-frame, 1 channel",True,"SamplesPerPixel=1; last array dim may be frames, not channels",Both tools read the file successfully. No issues detected.
fc515c55-810b-4e43-bd99-2be2026186b6.dcm,ReMIND,both_ok,PixelMed,com.pixelmed.convert.NRRDToDicom,Multi-frame Grayscale Byte Secondary Capture Image Storage,Explicit VR Little Endian,MONOCHROME2,135,False,no validated evidence,135x607x793,"(1, 135, 607, 793)","3D volume or multi-frame, 1 channel",True,"SamplesPerPixel=1; last array dim may be frames, not channels",Both tools read the file successfully. No issues detected.
6693706e-585c-4948-80b4-53b62665a753.dcm,ReMIND,both_ok,PixelMed,com.pixelmed.convert.NRRDToDicom,Multi-frame Grayscale Byte Secondary Capture Image Storage,Explicit VR Little Endian,MONOCHROME2,156,False,no validated evidence,156x618x713,"(1, 156, 618, 713)","3D volume or multi-frame, 1 channel",True,"SamplesPerPixel=1; last array dim may be frames, not channels",Both tools read the file successfully. No issues detected.
